PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Abstract,similarity,method_type,methods_used
33761477,Transfer learning from ECG to PPG for improved sleep staging from wrist-worn wearables,"Li Q, Li Q, Cakmak AS, Da Poian G, Bliwise DL, Vaccarino V, Shah AJ, Clifford GD.",Physiol Meas. 2021 May 13;42(4):10.1088/1361-6579/abf1b0. doi: 10.1088/1361-6579/abf1b0.,Li Q,Physiol Meas,2021,2021/03/24,PMC8564719,NIHMS1748372,10.1088/1361-6579/abf1b0,"Objective.To develop a sleep staging method from wrist-worn accelerometry and the photoplethysmogram (PPG) by leveraging transfer learning from a large electrocardiogram (ECG) database.Approach.In previous work, we developed a deep convolutional neural network for sleep staging from ECG using the cross-spectrogram of ECG-derived respiration and instantaneous beat intervals, heart rate variability metrics, spectral characteristics, and signal quality measures derived from 5793 subjects in Sleep Heart Health Study (SHHS). We updated the weights of this model by transfer learning using PPG data derived from the Empatica E4 wristwatch worn by 105 subjects in the 'Emory Twin Study Follow-up' (ETSF) database, for whom overnight polysomnographic (PSG) scoring was available. The relative performance of PPG, and actigraphy (Act), plus combinations of these two signals, with and without transfer learning was assessed.Main results.The performance of our model with transfer learning showed higher accuracy (1-9 percentage points) and Cohen's Kappa (0.01-0.13) than those without transfer learning for every classification category. Statistically significant, though relatively small, incremental differences in accuracy occurred for every classification category as tested with the McNemar test. The out-of-sample classification performance using features from PPG and actigraphy for four-class classification was Accuracy (Acc) = 68.62% and Kappa = 0.44. For two-class classification, the performance was Acc = 81.49% and Kappa = 0.58.Significance.We proposed a combined PPG and actigraphy-based sleep stage classification approach using transfer learning from a large ECG sleep database. Results demonstrate that the transfer learning approach improves estimates of sleep state. The use of automated beat detectors and quality metrics means human over-reading is not required, and the approach can be scaled for large cross-sectional or longitudinal studies using wrist-worn devices for sleep staging.",0.10001936538505406,computer vision,Unknown
33688915,Use of Machine Learning Models to Predict Death After Acute Myocardial Infarction,"Khera R, Haimovich J, Hurley NC, McNamara R, Spertus JA, Desai N, Rumsfeld JS, Masoudi FA, Huang C, Normand SL, Mortazavi BJ, Krumholz HM.",JAMA Cardiol. 2021 Jun 1;6(6):633-641. doi: 10.1001/jamacardio.2021.0122.,Khera R,JAMA Cardiol,2021,2021/03/10,PMC7948114,,10.1001/jamacardio.2021.0122,"IMPORTANCE: Accurate prediction of adverse outcomes after acute myocardial infarction (AMI) can guide the triage of care services and shared decision-making, and novel methods hold promise for using existing data to generate additional insights.
OBJECTIVE: To evaluate whether contemporary machine learning methods can facilitate risk prediction by including a larger number of variables and identifying complex relationships between predictors and outcomes.
DESIGN, SETTING, AND PARTICIPANTS: This cohort study used the American College of Cardiology Chest Pain-MI Registry to identify all AMI hospitalizations between January 1, 2011, and December 31, 2016. Data analysis was performed from February 1, 2018, to October 22, 2020.
MAIN OUTCOMES AND MEASURES: Three machine learning models were developed and validated to predict in-hospital mortality based on patient comorbidities, medical history, presentation characteristics, and initial laboratory values. Models were developed based on extreme gradient descent boosting (XGBoost, an interpretable model), a neural network, and a meta-classifier model. Their accuracy was compared against the current standard developed using a logistic regression model in a validation sample.
RESULTS: A total of 755 402 patients (mean [SD] age, 65 [13] years; 495 202 [65.5%] male) were identified during the study period. In independent validation, 2 machine learning models, gradient descent boosting and meta-classifier (combination including inputs from gradient descent boosting and a neural network), marginally improved discrimination compared with logistic regression (C statistic, 0.90 for best performing machine learning model vs 0.89 for logistic regression). Nearly perfect calibration in independent validation data was found in the XGBoost (slope of predicted to observed events, 1.01; 95% CI, 0.99-1.04) and the meta-classifier model (slope of predicted-to-observed events, 1.01; 95% CI, 0.99-1.02), with more precise classification across the risk spectrum. The XGBoost model reclassified 32 393 of 121 839 individuals (27%) and the meta-classifier model reclassified 30 836 of 121 839 individuals (25%) deemed at moderate to high risk for death in logistic regression as low risk, which were more consistent with the observed event rates.
CONCLUSIONS AND RELEVANCE: In this cohort study using a large national registry, none of the tested machine learning models were associated with substantive improvement in the discrimination of in-hospital mortality after AMI, limiting their clinical utility. However, compared with logistic regression, XGBoost and meta-classifier models, but not the neural network, offered improved resolution of risk for high-risk individuals.",0.10544551832529832,other,logistic regression
33515712,Machine learning predictive model for severe COVID-19,"Kang J, Chen T, Luo H, Luo Y, Du G, Jiming-Yang M.",Infect Genet Evol. 2021 Jun;90:104737. doi: 10.1016/j.meegid.2021.104737. Epub 2021 Jan 28.,Kang J,Infect Genet Evol,2021,2021/01/30,PMC7840410,,10.1016/j.meegid.2021.104737,"To develop a modified predictive model for severe COVID-19 in people infected with Sars-Cov-2. We developed the predictive model for severe patients of COVID-19 based on the clinical date from the Tumor Center of Union Hospital affiliated with Tongji Medical College, China. A total of 151 cases from Jan. 26 to Mar. 20, 2020, were included. Then we followed 5 steps to predict and evaluate the model: data preprocessing, data splitting, feature selection, model building, prevention of overfitting, and Evaluation, and combined with artificial neural network algorithms. We processed the results in the 5 steps. In feature selection, ALB showed a strong negative correlation (r = 0.771, P < 0.001) whereas GLB (r = 0.661, P < 0.001) and BUN (r = 0.714, P < 0.001) showed a strong positive correlation with severity of COVID-19. TensorFlow was subsequently applied to develop a neural network model. The model achieved good prediction performance, with an area under the curve value of 0.953(0.889-0.982). Our results showed its outstanding performance in prediction. GLB and BUN may be two risk factors for severe COVID-19. Our findings could be of great benefit in the future treatment of patients with COVID-19 and will help to improve the quality of care in the long term. This model has great significance to rationalize early clinical interventions and improve the cure rate.",0.1038015368895149,other,Unknown
33428298,Machine learning in liver transplantation: a tool for some unsolved questions?,"Ferrarese A, Sartori G, Orrù G, Frigo AC, Pelizzaro F, Burra P, Senzolo M.",Transpl Int. 2021 Mar;34(3):398-411. doi: 10.1111/tri.13818. Epub 2021 Feb 4.,Ferrarese A,Transpl Int,2021,2021/01/11,,,10.1111/tri.13818,"Machine learning has recently been proposed as a useful tool in many fields of Medicine, with the aim of increasing diagnostic and prognostic accuracy. Models based on machine learning have been introduced in the setting of solid organ transplantation too, where prognosis depends on a complex, multidimensional and nonlinear relationship between variables pertaining to the donor, the recipient and the surgical procedure. In the setting of liver transplantation, machine learning models have been developed to predict pretransplant survival in patients with cirrhosis, to assess the best donor-to-recipient match during allocation processes, and to foresee postoperative complications and outcomes. This is a narrative review on the role of machine learning in the field of liver transplantation, highlighting strengths and pitfalls, and future perspectives.",0.10827567999919731,other,Unknown
33384293,Glioma-Induced Disruption of Resting-State Functional Connectivity and Amplitude of Low-Frequency Fluctuations in the Salience Network,"Yang J, Gohel S, Zhang Z, Hatzoglou V, Holodny AI, Vachha BA.",AJNR Am J Neuroradiol. 2021 Mar;42(3):551-558. doi: 10.3174/ajnr.A6929. Epub 2020 Dec 31.,Yang J,AJNR Am J Neuroradiol,2021,2021/01/01,PMC7959416,,10.3174/ajnr.A6929,"BACKGROUND AND PURPOSE: Cognitive challenges are prevalent in survivors of glioma, but their neurobiology is incompletely understood. The purpose of this study was to investigate the effect of glioma presence and tumor characteristics on resting-state functional connectivity and amplitude of low-frequency fluctuations of the salience network, a key neural network associated with cognition.
MATERIALS AND METHODS: Sixty-nine patients with glioma (mean age, 48.74 [SD, 14.32] years) who underwent resting-state fMRI were compared with 31 healthy controls (mean age, 49.68 [SD, 15.54] years). We identified 4 salience network ROIs: left/right dorsal anterior cingulate cortex and left/right anterior insula. Average salience network resting-state functional connectivity and amplitude of low-frequency fluctuations within the 4 salience network ROIs were computed.
RESULTS: Patients with gliomas showed decreased overall salience network resting-state functional connectivity (P = .001) and increased amplitude of low-frequency fluctuations in all salience network ROIs (P &lt; .01) except in the left dorsal anterior cingulate cortex. Compared with controls, patients with left-sided gliomas showed increased amplitude of low-frequency fluctuations in the right dorsal anterior cingulate cortex (P = .002) and right anterior insula (P &lt; .001), and patients with right-sided gliomas showed increased amplitude of low-frequency fluctuations in the left anterior insula (P = .002). Anterior tumors were associated with decreased salience network resting-state functional connectivity (P &lt; .001) and increased amplitude of low-frequency fluctuations in the right anterior insula, left anterior insula, and right dorsal anterior cingulate cortex. Patients with high-grade gliomas had decreased salience network resting-state functional connectivity compared with healthy controls (P &lt; .05). The right anterior insula showed increased amplitude of low-frequency fluctuations in patients with grade II and IV gliomas compared with controls (P &lt; .01).
CONCLUSIONS: By demonstrating decreased resting-state functional connectivity and an increased amplitude of low-frequency fluctuations related to the salience network in patients with glioma, this study adds to our understanding of the neurobiology underpinning observable cognitive deficits in these patients. In addition to more conventional functional connectivity, amplitude of low-frequency fluctuations is a promising functional-imaging biomarker of tumor-induced vascular and neural pathology.",0.10844851735687489,other,Unknown
33307491,Identification of breast cancer patients with pathologic complete response in the breast after neoadjuvant systemic treatment by an intelligent vacuum-assisted biopsy,"Pfob A, Sidey-Gibbons C, Lee HB, Tasoulis MK, Koelbel V, Golatta M, Rauch GM, Smith BD, Valero V, Han W, MacNeill F, Weber WP, Rauch G, Kuerer HM, Heil J.",Eur J Cancer. 2021 Jan;143:134-146. doi: 10.1016/j.ejca.2020.11.006. Epub 2020 Dec 8.,Pfob A,Eur J Cancer,2021,2020/12/11,,,10.1016/j.ejca.2020.11.006,"BACKGROUND: Neoadjuvant systemic treatment elicits a pathologic complete response (pCR) in about 35% of women with breast cancer. In such cases, breast surgery may be considered overtreatment. We evaluated multivariate algorithms using patient, tumor, and vacuum-assisted biopsy (VAB) variables to identify patients with breast pCR.
METHODS: We developed and tested four multivariate algorithms: a logistic regression with elastic net penalty, an Extreme Gradient Boosting (XGBoost) tree, Support Vector Machines (SVM), and neural network. We used data from 457 women, randomly partitioned into training and test set (2:1), enrolled in three trials with stage 1-3 breast cancer, undergoing VAB before surgery. False-negative rate (FNR) and specificity were the main outcome measures. The best performing algorithm was validated in an independent fourth trial.
RESULTS: In the test set (n = 152), the logistic regression with elastic net penalty, XGboost tree, SVM, and neural network revealed an FNR of 1.2% (1 of 85 patients with missed residual cancer). Specificity of the logistic regression with elastic net penalty was 52.2% (35 of 67 women with surgically confirmed breast pCR identified), of the XGBoost tree 55.2% (37 of 67), of SVM 62.7% (42 of 67), and of the neural network 67.2% (45 of 67). External validation (n = 50) of the neural network showed an FNR of 0% (0 of 27) and a specificity of 65.2% (15 of 23). Area under the ROC curve for the neural network was 0.97 (95% CI, 0.94-1.00).
CONCLUSION: A multivariate algorithm can accurately select breast cancer patients without residual cancer after neoadjuvant treatment.",0.1950778592590675,other,"logistic regression, SVM"
33301414,An Artificial Intelligence Model to Predict the Mortality of COVID-19 Patients at Hospital Admission Time Using Routine Blood Samples: Development and Validation of an Ensemble Model,"Ko H, Chung H, Kang WS, Park C, Kim DW, Kim SE, Chung CR, Ko RE, Lee H, Seo JH, Choi TY, Jaimes R, Kim KW, Lee J.",J Med Internet Res. 2020 Dec 23;22(12):e25442. doi: 10.2196/25442.,Ko H,J Med Internet Res,2020,2020/12/10,PMC7759509,,10.2196/25442,"BACKGROUND: COVID-19, which is accompanied by acute respiratory distress, multiple organ failure, and death, has spread worldwide much faster than previously thought. However, at present, it has limited treatments.
OBJECTIVE: To overcome this issue, we developed an artificial intelligence (AI) model of COVID-19, named EDRnet (ensemble learning model based on deep neural network and random forest models), to predict in-hospital mortality using a routine blood sample at the time of hospital admission.
METHODS: We selected 28 blood biomarkers and used the age and gender information of patients as model inputs. To improve the mortality prediction, we adopted an ensemble approach combining deep neural network and random forest models. We trained our model with a database of blood samples from 361 COVID-19 patients in Wuhan, China, and applied it to 106 COVID-19 patients in three Korean medical institutions.
RESULTS: In the testing data sets, EDRnet provided high sensitivity (100%), specificity (91%), and accuracy (92%). To extend the number of patient data points, we developed a web application (BeatCOVID19) where anyone can access the model to predict mortality and can register his or her own blood laboratory results.
CONCLUSIONS: Our new AI model, EDRnet, accurately predicts the mortality rate for COVID-19. It is publicly available and aims to help health care providers fight COVID-19 and improve patients' outcomes.",0.10186890878591029,other,random forest
33181159,Predicting the development of adverse cardiac events in patients with hypertrophic cardiomyopathy using machine learning,"Kochav SM, Raita Y, Fifer MA, Takayama H, Ginns J, Maurer MS, Reilly MP, Hasegawa K, Shimada YJ.",Int J Cardiol. 2021 Mar 15;327:117-124. doi: 10.1016/j.ijcard.2020.11.003. Epub 2020 Nov 9.,Kochav SM,Int J Cardiol,2021,2020/11/12,,,10.1016/j.ijcard.2020.11.003,"BACKGROUND: Only a subset of patients with hypertrophic cardiomyopathy (HCM) develop adverse cardiac events - e.g., end-stage heart failure, cardiovascular death. Current risk stratification methods are imperfect, limiting identification of high-risk patients with HCM. Our aim was to improve the prediction of adverse cardiac events in patients with HCM using machine learning methods.
METHODS: We applied modern machine learning methods to a prospective cohort of adults with HCM. The outcome was a composite of death due to heart failure, heart transplant, and sudden death. As the reference model, we constructed logistic regression model using known predictors. We determined 20 predictive characteristics based on random forest classification and a priori knowledge, and developed 4 machine learning models. Results Of 183 patients in the cohort, the mean age was 53 (SD = 17) years and 45% were female. During the median follow-up of 2.2 years (interquartile range, 0.6-3.8), 33 subjects (18%) developed an outcome event, the majority of which (85%) was heart transplant. The predictive accuracy of the reference model was 73% (sensitivity 76%, specificity 72%) while that of the machine learning model was 85% (e.g., sensitivity 88%, specificity 84% with elastic net regression). All 4 machine learning models significantly outperformed the reference model - e.g., area under the receiver-operating-characteristic curve 0.79 with the reference model vs. 0.93 with elastic net regression (p < 0.001).
CONCLUSIONS: Compared with conventional risk stratification, the machine learning models demonstrated a superior ability to predict adverse cardiac events. These modern machine learning methods may enhance identification of high-risk HCM subpopulations.",0.11189267696243858,other,"random forest, logistic regression"
32984242,COVID-19 Mortality Rate Prediction for India Using Statistical Neural Network Models,"Dhamodharavadhani S, Rathipriya R, Chatterjee JM.",Front Public Health. 2020 Aug 28;8:441. doi: 10.3389/fpubh.2020.00441. eCollection 2020.,Dhamodharavadhani S,Front Public Health,2020,2020/09/28,PMC7485390,,10.3389/fpubh.2020.00441,"The primary aim of this study is to investigate suitable Statistical Neural Network (SNN) models and their hybrid version for COVID-19 mortality prediction in Indian populations and is to estimate the future COVID-19 death cases for India. SNN models such as Probabilistic Neural Network (PNN), Radial Basis Function Neural Network (RBFNN), and Generalized Regression Neural Network (GRNN) are applied to develop the COVID-19 Mortality Rate Prediction (MRP) model for India. For this purpose, we have used two datasets as D1 and D2. The performances of these models are evaluated using Root Mean Square Error (RMSE) and ""R,"" a correlation value between actual and predicted value. To improve prediction accuracy, the new hybrid models have been constructed by combining SNN models and the Non-linear Autoregressive Neural Network (NAR-NN). This is to predict the future error of the SNN models, which adds to the predicted value of these models for getting better MRP value. The results showed that the PNN and RBFNN-based MRP model performed better than the other models for COVID-19 datasets D2 and D1, respectively.",0.2176468418198193,other,Unknown
32909495,Intermittent demand forecasting for medical consumables with short life cycle using a dynamic neural network during the COVID-19 epidemic,Liu P.,Health Informatics J. 2020 Dec;26(4):3106-3122. doi: 10.1177/1460458220954730. Epub 2020 Sep 10.,Liu P,Health Informatics J,2020,2020/09/10,,,10.1177/1460458220954730,"Accurate demand forecasting is always critical to supply chain management. However, many uncertain factors in the market make this issue a huge challenge. Especially during the current COVID-19 outbreak, the shortage of certain types of medical consumables has become a global problem. The intermittent demand forecast of medical consumables with a short life cycle brings some new challenges, such as the demand occurring randomly in many time periods with zero demand. In this research, a seasonal adjustment method is introduced to deal with seasonal influences, and a dynamic neural network model with optimized model selection procedure and an appropriate model selection criterion are introduced as the main forecasting models. In addition, in order to reduce the impact of zero demand, it adds some input nodes to the neural network by preprocessing the original input data. Lastly, a modified error measurement method is proposed for performance evaluation. Experimental results show that the proposed forecasting framework is superior to other intermittent demand models.",0.1014390141023629,other,Unknown
32829694,"Prediction, pattern recognition and modelling of complications post-endovascular infra renal aneurysm repair by artificial intelligence","Kordzadeh A, Hanif MA, Ramirez MJ, Railton N, Prionidis I, Browne T.",Vascular. 2021 Apr;29(2):171-182. doi: 10.1177/1708538120949658. Epub 2020 Aug 24.,Kordzadeh A,Vascular,2021,2020/08/25,,,10.1177/1708538120949658,"OBJECTIVES: The study evaluates the plausibility and applicability of prediction, pattern recognition and modelling of complications post-endovascular aneurysm repair (EVAR) by artificial intelligence for more accurate surveillance in practice.
METHODS: A single-centre prospective data collection on (n = 250) EVAR cases with n = 26 preoperative attributes (factors) on endpoint of endoleak (types I-VI), occlusion, migration and mortality over a 13-year period was conducted. In addition to the traditional statistical analysis, data was subjected to machine learning algorithm through artificial neural network. The predictive accuracy (specificity and -1 sensitivity) on each endpoint is presented with percentage and receiver operative curve. The pattern recognition and model classification were conducted using discriminate analysis, decision tree, logistic regression, naive Bayes and support vector machines, and the best fit model was deployed for pattern recognition and modelling.
RESULTS: The accuracy of the training, validation and predictive ability of artificial neural network in detection of endoleak type I was 95, 96 and 94%, type II (94, 83, 90 and 82%) and type III was 96, 94 and 96%, respectively. Endpoints are associated with increase in weights through predictive modeling that were not detected through statistical analytics. The overall accuracy of the model was >86%.
CONCLUSION: The study highlights the applicability, accuracy and reliability of artificial intelligence in the detection of adverse outcomes post-EVAR for an accurate surveillance stratification.",0.10050209902458324,other,"logistic regression, decision tree, naive Bayes"
32825349,Predicting Psychological Distress Amid the COVID-19 Pandemic by Machine Learning: Discrimination and Coping Mechanisms of Korean Immigrants in the U.S,"Choi S, Hong JY, Kim YJ, Park H.",Int J Environ Res Public Health. 2020 Aug 20;17(17):6057. doi: 10.3390/ijerph17176057.,Choi S,Int J Environ Res Public Health,2020,2020/08/23,PMC7504344,,10.3390/ijerph17176057,"The current study examined the predictive ability of discrimination-related variables, coping mechanisms, and sociodemographic factors on the psychological distress level of Korean immigrants in the U.S. amid the COVID-19 pandemic. Korean immigrants (both foreign-born and U.S.-born) in the U.S. above the age of 18 were invited to participate in an online survey through purposive sampling. In order to verify the variables predicting the level of psychological distress on the final sample from 42 states (n = 790), the Artificial Neural Network (ANN) analysis, which is able to examine complex non-linear interactions among variables, was conducted. The most critical predicting variables in the neural network were a person's resilience, experiences of everyday discrimination, and perception that racial discrimination toward Asians has increased in the U.S. since the beginning of the COVID-19 pandemic.",0.13025122547955015,other,Unknown
32773672,A statistically rigorous deep neural network approach to predict mortality in trauma patients admitted to the intensive care unit,"Ahmed FS, Ali L, Joseph BA, Ikram A, Ul Mustafa R, Bukhari SAC.",J Trauma Acute Care Surg. 2020 Oct;89(4):736-742. doi: 10.1097/TA.0000000000002888.,Ahmed FS,J Trauma Acute Care Surg,2020,2020/08/11,,,10.1097/TA.0000000000002888,"BACKGROUND: Trauma patients admitted to critical care are at high risk of mortality because of their injuries. Our aim was to develop a machine learning-based model to predict mortality using Fahad-Liaqat-Ahmad Intensive Machine (FLAIM) framework. We hypothesized machine learning could be applied to critically ill patients and would outperform currently used mortality scores.
METHODS: The current Deep-FLAIM model evaluates the statistically significant risk factors and then supply these risk factors to deep neural network to predict mortality in trauma patients admitted to the intensive care unit (ICU). We analyzed adult patients (≥18 years) admitted to the trauma ICU in the publicly available database Medical Information Mart for Intensive Care III version 1.4. The first phase selection of risk factor was done using Cox-regression univariate and multivariate analyses. In the second phase, we applied deep neural network and other traditional machine learning models like Linear Discriminant Analysis, Gaussian Naïve Bayes, Decision Tree Model, and k-nearest neighbor models.
RESULTS: We identified a total of 3,041 trauma patients admitted to the trauma surgery ICU. We observed that several clinical and laboratory-based variables were statistically significant for both univariate and multivariate analyses while others were not. With most significant being serum anion gap (hazard ratio [HR], 2.46; 95% confidence interval [CI], 1.94-3.11), sodium (HR, 2.11; 95% CI, 1.61-2.77), and chloride (HR, 2.11; 95% CI, 1.69-2.64) abnormalities on laboratories, while clinical variables included the diagnosis of sepsis (HR, 2.03; 95% CI, 1.23-3.37), Quick Sequential Organ Failure Assessment score (HR, 1.52; 95% CI, 1.32-3.76). And Systemic Inflammatory Response Syndrome criteria (HR. 1.41; 95% CI, 1.24-1.26). After we used these clinically significant variables and applied various machine learning models to the data, we found out that our proposed DNN outperformed all the other methods with test set accuracy of 92.25%, sensitivity of 79.13%, and specificity of 94.16%; positive predictive value, 66.42%; negative predictive value, 96.87%; and area under the curve of the receiver-operator curve of 0.91 (1.45-1.29).
CONCLUSION: Our novel Deep-FLAIM model outperformed all other machine learning models. The model is easy to implement, user friendly and with high accuracy.
LEVEL OF EVIDENCE: Prognostic study, level II.",0.1499166319503123,other,Decision Tree
32669041,The relationship between neuropsychological function and responsiveness to vitamin D supplementation using artificial neural networks,"Allahyari E, Hanachi P, Ariakia F, Kashfi TE, Ferns GA, Bahrami A, Mobarhan MG.",Nutr Health. 2020 Dec;26(4):285-294. doi: 10.1177/0260106020937190. Epub 2020 Jul 16.,Allahyari E,Nutr Health,2020,2020/07/17,,,10.1177/0260106020937190,"BACKGROUND: Vitamin D has recently attracted interest for its pleiotropic effects. Vitamin D supplements are a potentially important public health intervention, but the response to supplementation varies between individuals.
AIM: We aimed to assess the association between several neuropsychological parameters and the magnitude of response to vitamin D supplementation using an artificial neural network method.
METHODS: Neuropsychological function was assessed in 619 participants using standard questionnaires. The study participants received vitamin D capsules containing 50,000 IU vitamin D per week over 9 weeks. To assess the relationship between responsiveness to vitamin D supplements and the impact on these neuropsychological parameters, the best-performing artificial neural network algorithms were selected from a combination of different transfer functions in hidden and output layers and variable numbers of hidden layers (between two and 50). The performance of the artificial neural network algorithm was assessed by receiver operating characteristic analysis and variables of importance were identified.
RESULTS: The artificial neural network algorithm with sigmoid transfer function in both hidden and output layers could predict responsiveness to vitamin D supplementation effectively. The sensitivity and specificity were between 0.60 and 0.70 and 0.66 and 0.70, respectively. Cognitive abilities (42.5%), basal vitamin D (21.3%), body mass index (9.5%), and daytime sleepiness (8%) are the most widely used variables to predict changes in serum vitamin D levels.
CONCLUSIONS: Cognitive abilities status and baseline 25-hydroxyvitamin D are important novel modifiers of the enhancement in circulating 25-hydroxyvitamin D after vitamin D supplementation.",0.13374689703096565,other,Unknown
32604154,Novel Strategies for Predicting Healthcare-Associated Infections at Admission: Implications for Nursing Care,"Zachariah P, Sanabria E, Liu J, Cohen B, Yao D, Larson E.",Nurs Res. 2020 Sep/Oct;69(5):399-403. doi: 10.1097/NNR.0000000000000449.,Zachariah P,Nurs Res,2020,2020/07/01,,,10.1097/NNR.0000000000000449,"BACKGROUND: Accurate, real-time models to predict hospital adverse events could facilitate timely and targeted interventions to improve patient outcomes. Advances in computing enable the use of supervised machine learning (SML) techniques to predict hospital-onset infections.
OBJECTIVES: The purpose of this study was to trial SML methods to predict urinary tract infections (UTIs) during inpatient hospitalization at the time of admission.
METHODS: In a large cohort of adult hospitalizations in three New York City acute care facilities (N = 897,344), we used two SML methods-neural networks and decision trees-to predict having a hospital-onset UTI using data available and accessible on the first day of admission at healthcare facilities in the United States.
RESULTS: Performance for both neural network and decision tree models were superior compared to logistic regression methods. The decision tree model had a higher sensitivity compared to neural network, but a lower specificity.
DISCUSSION: SML methods show potential for automated accurate UTI risk stratification using electronic data routinely available at admission; this could relieve nurses from the burden of having to complete and document additional risk assessment forms in the electronic medical record. Future studies should pilot and test interventions linked to the risk stratification results, such as short nursing educational modules or alerts triggered for high-risk patients.",0.11736505748603798,other,"logistic regression, decision tree"
32520585,Survival prediction for oral tongue cancer patients via probabilistic genetic algorithm optimized neural network models,"Pan X, Zhang T, Yang Q, Yang D, Rwigema JC, Qi XS.",Br J Radiol. 2020 Aug;93(1112):20190825. doi: 10.1259/bjr.20190825. Epub 2020 Jun 19.,Pan X,Br J Radiol,2020,2020/06/11,PMC7445997,,10.1259/bjr.20190825,"OBJECTIVES: High throughput pre-treatment imaging features may predict radiation treatment outcome and guide individualized treatment in radiotherapy (RT). Given relatively small patient sample (as compared with high dimensional imaging features), identifying potential prognostic imaging biomarkers is typically challenging. We aimed to develop robust machine learning methods for patient survival prediction using pre-treatment quantitative CT image features for a subgroup of head-and-neck cancer patients.
METHODS: Three neural network models, including back propagation (BP), Genetic Algorithm-Back Propagation (GA-BP), and Probabilistic Genetic Algorithm-Back Propagation (PGA-BP) neural networks were trained to simulate association between patient survival and radiomics data in radiotherapy. To evaluate the models, a subgroup of 59 head-and-neck patients with primary cancers in oral tongue area were utilized. Quantitative image features were extracted from planning CT images, a novel t-Distributed Stochastic Neighbor Embedding (t-SNE) method was used to remove irrelevant and redundant image features before fed into the network models. 80% patients were used to train the models, and remaining 20% were used for evaluation.
RESULTS: Of the three supervised machine-learning methods studied, PGA-BP yielded the best predictive performance. The reported actual patient survival interval of 30.5 ± 21.3 months, the predicted survival times were 47.3 ± 38.8, 38.5 ± 13.5 and 29.9 ± 15.3 months using the traditional PCA. Combining with the novel t-SNE dimensionality reduction algorithm, the predicted survival intervals are 35.8 ± 15.2, 32.3 ± 13.1 and 31.6 ± 15.8 months for the BP, GA-BP and PGA-BP neural network models, respectively.
CONCLUSION: The work demonstrated that the proposed probabilistic genetic algorithm optimized neural network models, integrating with the t-SNE dimensionality reduction algorithm, achieved accurate prediction of patient survival.
ADVANCES IN KNOWLEDGE: The proposed PGA-BP neural network, integrating with an advanced dimensionality reduction algorithm (t-SNE), improved patient survival prediction accuracy using pre-treatment quantitative CT image features of head-and-neck cancer patients.",0.15036562747391052,computer vision,PCA
32510459,Predicting Breast Cancer in Chinese Women Using Machine Learning Techniques: Algorithm Development,"Hou C, Zhong X, He P, Xu B, Diao S, Yi F, Zheng H, Li J.",JMIR Med Inform. 2020 Jun 8;8(6):e17364. doi: 10.2196/17364.,Hou C,JMIR Med Inform,2020,2020/06/09,PMC7308891,,10.2196/17364,"BACKGROUND: Risk-based breast cancer screening is a cost-effective intervention for controlling breast cancer in China, but the successful implementation of such intervention requires an accurate breast cancer prediction model for Chinese women.
OBJECTIVE: This study aimed to evaluate and compare the performance of four machine learning algorithms on predicting breast cancer among Chinese women using 10 breast cancer risk factors.
METHODS: A dataset consisting of 7127 breast cancer cases and 7127 matched healthy controls was used for model training and testing. We used repeated 5-fold cross-validation and calculated AUC, sensitivity, specificity, and accuracy as the measures of the model performance.
RESULTS: The three novel machine-learning algorithms (XGBoost, Random Forest and Deep Neural Network) all achieved significantly higher area under the receiver operating characteristic curves (AUCs), sensitivity, and accuracy than logistic regression. Among the three novel machine learning algorithms, XGBoost (AUC 0.742) outperformed deep neural network (AUC 0.728) and random forest (AUC 0.728). Main residence, number of live births, menopause status, age, and age at first birth were considered as top-ranked variables in the three novel machine learning algorithms.
CONCLUSIONS: The novel machine learning algorithms, especially XGBoost, can be used to develop breast cancer prediction models to help identify women at high risk for breast cancer in developing countries.",0.14332325578757849,other,"Random Forest, random forest, logistic regression"
